Thu Mar 18 18:26:01 2021    output.dat

         188712296 function calls (185104778 primitive calls) in 194.084 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   452505    0.180    0.000    0.734    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/dtypes.py:205(__ne__)
   135095    0.178    0.000    0.178    0.000 {method 'astype' of 'numpy.ndarray' objects}
        2    0.178    0.089   62.212   31.106 /Users/marvin/FML2020/fml-project/deep_bomber/dqn_training_profiler.py:32(compute_avg_return)
   400878    0.174    0.000    0.439    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:958(<genexpr>)
   297830    0.174    0.000    0.418    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:1180(as_list)
137407/137353    0.173    0.000    1.127    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/base.py:513(_method_wrapper)
   200457    0.172    0.000    0.279    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer_utils.py:453(enter)
704927/694329    0.172    0.000    0.678    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/abc.py:100(__subclasscheck__)
    20996    0.170    0.000    1.975    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:340(is_batched_nested_tensors)
   325538    0.170    0.000    0.171    0.000 {built-in method builtins.sorted}
   111355    0.166    0.000    0.872    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_nn_ops.py:10442(relu)
    23360    0.165    0.000   12.732    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/environments/tf_py_environment.py:310(_step_py)
   556280    0.163    0.000    0.212    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/inspect.py:2821(<genexpr>)
   245204    0.163    0.000    2.266    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:1408(convert_to_tensor_v2)
     8943    0.161    0.000    3.050    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py:375(__call__)
    23360    0.160    0.000   18.015    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/environments/tf_py_environment.py:288(_step)
     8943    0.159    0.000   51.393    0.006 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/epsilon_greedy_policy.py:105(_action)
   200439    0.159    0.000    0.213    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer.py:1186(_set_training_mode)
   109168    0.158    0.000    0.921    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/common_shapes.py:89(broadcast_shape)
    10046    0.157    0.000    9.763    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/replay_buffers/tf_uniform_replay_buffer.py:181(_add_batch)
    23360    0.157    0.000    6.309    0.000 /Users/marvin/FML2020/fml-project/environment.py:119(do_step)
    47972    0.155    0.000    0.401    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/queue.py:121(put)
    89100    0.154    0.000    5.666    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/gen_math_ops.py:5500(mat_mul)
22267/22265    0.150    0.000   54.082    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/tf_policy.py:367(distribution)
    23360    0.150    0.000    3.325    0.000 /Users/marvin/FML2020/fml-project/environment.py:404(send_training_events)
   378159    0.150    0.000    0.150    0.000 {built-in method tensorflow.python._pywrap_utils.IsCompositeTensor}
    91280    0.150    0.000    4.416    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/tf_inspect.py:238(getfullargspec)
   336605    0.148    0.000    0.216    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:114(get)
   248208    0.148    0.000    0.238    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/tape.py:154(stop_recording)
    22263    0.147    0.000    7.532    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/distributions/deterministic.py:148(_sample_n)
   157475    0.147    0.000    0.211    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/_collections_abc.py:870(__iter__)
   254230    0.146    0.000    2.241    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:50(_default_conversion_function)
    44518    0.145    0.000    2.166    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/backend/numpy/numpy_array.py:126(_args_to_matching_arrays)
   119318    0.143    0.000    0.143    0.000 {built-in method numpy.zeros}
   563198    0.143    0.000    0.143    0.000 {method 'pop' of 'list' objects}
    80415    0.143    0.000    1.790    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:2007(__init__)
    47975    0.143    0.000    0.249    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/posixpath.py:150(dirname)
    45328    0.142    0.000    0.142    0.000 {method 'sub' of 're.Pattern' objects}
   378133    0.141    0.000    0.142    0.000 {built-in method tensorflow.python._pywrap_utils.IsTypeSpec}
    69376    0.141    0.000    0.141    0.000 {method 'match' of 're.Pattern' objects}
   245067    0.141    0.000    0.232    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:6006(get_default_graph)
    22265    0.140    0.000    1.853    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/distributions/categorical.py:342(_mode)
    71624    0.140    0.000    0.554    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/fromnumeric.py:70(_wrapreduction)
171608/171586    0.137    0.000    0.673    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:257(<listcomp>)
    10046    0.135    0.000    6.579    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/random_tf_policy.py:108(_action)
23971/23965    0.133    0.000    3.892    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:3289(_maybe_define_function)
   441610    0.133    0.000    0.307    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:840(ndims)
   606308    0.133    0.000    0.216    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:706(as_dimension)
78228/1359    0.132    0.000    0.975    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/ast.py:441(generic_visit)
    20990    0.131    0.000    5.613    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:706(get_outer_shape)
    44963    0.130    0.000    0.596    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/base.py:913(_handle_deferred_dependencies)
    30186    0.130    0.000    0.178    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/getlimits.py:366(__new__)
    99379    0.129    0.000    0.195    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/threading.py:341(notify)
   409724    0.128    0.000    0.128    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/context.py:773(_handle)
   133578    0.128    0.000    0.512    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/dtype_util.py:60(as_numpy_dtype)
    94244    0.126    0.000    0.209    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/numpy/core/numeric.py:1308(normalize_axis_tuple)
    22265    0.126    0.000    0.448    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/nest.py:1166(map_structure_with_tuple_paths_up_to)
   211087    0.126    0.000    0.329    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:459(spec_shape)
    47926    0.126    0.000    0.313    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2730(_convert_numpy_inputs)
66777/44518    0.124    0.000    0.351    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:168(_infer_dtype)
   111315    0.123    0.000    0.952    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/prefer_static.py:71(<listcomp>)
   178688    0.122    0.000    0.180    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/weakref.py:419(get)
   223884    0.120    0.000    0.246    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/nest.py:96(_sorted)
    20092    0.120    0.000    3.551    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/replay_buffers/table.py:128(<listcomp>)
80583/80512    0.120    0.000    1.977    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/variables.py:258(__call__)
    51373    0.120    0.000    1.218    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:1161(binary_op_wrapper)
    23360    0.120    0.000    9.902    0.000 /Users/marvin/FML2020/fml-project/adapter/bomberman_adapter.py:202(_step)
   111355    0.120    0.000    1.450    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/activations.py:268(relu)
    44518    0.118    0.000    0.118    0.000 {built-in method tree._tree.flatten}
    22114    0.118    0.000    1.112    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/trajectories/time_step.py:179(transition)
    23971    0.117    0.000    0.118    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_EncodeArg}
    23971    0.117    0.000    0.234    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:3113(_cache_key_context)
    22263    0.117    0.000    3.284    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/distributions/distribution.py:1574(_set_sample_static_shape)
178431/178350    0.117    0.000    0.297    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/utils/layer_utils.py:461(wrapped)
   200457    0.117    0.000    0.520    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/keras_tensor.py:51(keras_tensors_enabled)
   200457    0.116    0.000    0.116    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer_utils.py:536(__exit__)
    44518    0.116    0.000    1.891    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/backend/numpy/numpy_array.py:149(<listcomp>)
    44526    0.116    0.000    0.969    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/prefer_static.py:202(broadcast_shape)
   204392    0.116    0.000    0.116    0.000 {built-in method tensorflow.python._pywrap_utils.IsSequenceOrComposite}
   673102    0.115    0.000    0.115    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/_collections_abc.py:302(__subclasshook__)
   200457    0.115    0.000    0.116    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer_utils.py:520(__enter__)
   200439    0.115    0.000    0.158    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/mixed_precision/autocast_variable.py:541(__enter__)
    89068    0.115    0.000    0.359    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_shape.py:965(concatenate)
   183994    0.115    0.000    0.280    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/tf_decorator.py:200(unwrap)
   111337    0.114    0.000    1.412    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/tensor_util.py:37(convert_nonref_to_tensor)
    97058    0.114    0.000    0.581    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:1047(numpy)
    23892    0.113    0.000   47.677    0.002 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2937(__call__)
   839692    0.112    0.000    0.112    0.000 /Users/marvin/FML2020/fml-project/items.py:31(get_state)
    44694    0.112    0.000    0.202    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/layer_utils.py:86(__init__)
    44518    0.111    0.000    2.483    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/backend/numpy/numpy_array.py:153(_concat)
    47972    0.109    0.000    0.279    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/queue.py:153(get)
   245194    0.109    0.000    2.373    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:1340(convert_to_tensor_v2_with_dispatch)
    44542    0.108    0.000    2.767    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/tf_inspect.py:98(getargspec)
   931903    0.108    0.000    0.108    0.000 {method 'pop' of 'dict' objects}
   200457    0.107    0.000    0.107    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/engine/base_layer_utils.py:515(__init__)
    91706    0.106    0.000    0.437    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:323(variable_accessed)
   133580    0.106    0.000    0.346    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/tensorshape_util.py:269(rank)
   171608    0.105    0.000    0.369    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:152(_is_namedtuple)
    23762    0.104    0.000   14.566    0.001 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/script_ops.py:516(py_func_common)
    89084    0.103    0.000    9.877    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/layers/core.py:1206(call)
    22263    0.101    0.000    0.735    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/backend/numpy/numpy_math.py:812(_apply_reduction)
   200439    0.101    0.000    0.101    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/keras/mixed_precision/autocast_variable.py:545(__exit__)
    44542    0.101    0.000    2.534    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/util/tf_inspect.py:55(_getargspec)
    22265    0.100    0.000   62.632    0.003 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/policies/greedy_policy.py:70(_distribution)
   436241    0.100    0.000    0.101    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/eager/context.py:501(ensure_initialized)
    22263    0.100    0.000    2.515    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/distributions/deterministic.py:295(_batch_shape_tensor)
   279679    0.100    0.000    0.280    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tf_agents/utils/nest_utils.py:157(_is_attrs)
    64959    0.099    0.000    0.124    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/re.py:289(_compile)
    44542    0.098    0.000    4.720    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/ops/nn_ops.py:2583(_conv2d_expanded_batch)
    22263    0.096    0.000    0.574    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow_probability/python/internal/distribution_util.py:1373(expand_to_vector)
   200803    0.096    0.000    0.413    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:5744(executing_eagerly_outside_functions)
   178146    0.096    0.000    0.135    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/training/tracking/tracking.py:99(_no_dependency)
    10060    0.096    0.000    0.423    0.000 /Users/marvin/opt/anaconda3/envs/fml/lib/python3.8/site-packages/tensorflow/python/framework/tensor_spec.py:217(__init__)
